date,tmp,min_tmp,avg_tmp,max_tmp,min_record,max_record
9/23/2015,69,59.3,66.5,73.7,42,93
9/24/2015,72,58.9,66.1,73.3,44,89
9/25/2015,68.5,58.5,65.7,73,41,90
9/26/2015,64.5,58.2,65.4,72.6,44,90
9/27/2015,62.5,57.8,65,72.2,43,90
9/28/2015,72,57.4,64.6,71.8,42,86
9/29/2015,77,57,64.2,71.4,43,86
9/30/2015,68.5,56.6,63.8,71,43,88
10/1/2015,59,56.2,63.4,70.7,39,87
10/2/2015,53,55.8,63.1,70.3,42,87
10/3/2015,52.5,55.5,62.7,69.9,40,85
10/4/2015,58,55.1,62.3,69.5,38,86
10/5/2015,58.5,54.7,61.9,69.1,38,93
10/6/2015,64,54.3,61.5,68.8,40,92
10/7/2015,66,54,61.2,68.4,40,85
10/8/2015,64,53.6,60.8,68,40,89
10/9/2015,70,53.2,60.4,67.6,40,85
10/10/2015,58.5,52.9,60.1,67.3,36,89
10/11/2015,61.5,52.5,59.7,66.9,36,86
10/12/2015,66,52.2,59.4,66.5,41,86
10/13/2015,67.5,51.8,59,66.2,39,86
10/14/2015,63,51.5,58.7,65.8,40,82
10/15/2015,58,51.2,58.3,65.5,39,83
10/16/2015,59.5,50.8,58,65.1,39,82
10/17/2015,49,50.5,57.6,64.8,38,83
10/18/2015,44.5,50.2,57.3,64.4,37,82
10/19/2015,45,49.9,57,64.1,32,86
10/20/2015,60,49.6,56.6,63.7,32,79
10/21/2015,66.5,49.2,56.3,63.4,33,82
10/22/2015,66.5,48.9,56,63,33,83
10/23/2015,55.5,48.6,55.7,62.7,32,86
10/24/2015,49,48.3,55.4,62.4,30,80
10/25/2015,59.5,48,55,62,37,78
10/26/2015,53.5,47.8,54.7,61.7,34,76
10/27/2015,52.5,47.5,54.4,61.4,33,79
10/28/2015,60.5,47.2,54.1,61,33,80
10/29/2015,66,46.9,53.8,60.7,31,77
10/30/2015,54,46.6,53.5,60.4,35,81
10/31/2015,49.5,46.3,53.2,60,33,81
11/1/2015,59,46,52.9,59.7,37,83
11/2/2015,59.5,45.8,52.6,59.4,29,83
11/3/2015,62,45.5,52.3,59,32,80
11/4/2015,62.5,45.2,52,58.7,29,76
11/5/2015,64,44.9,51.6,58.4,32,74
11/6/2015,70,44.6,51.3,58,30,75
11/7/2015,63,44.4,51,57.7,32,72
11/8/2015,53,44.1,50.7,57.4,31,74
11/9/2015,53,43.8,50.4,57,27,72
11/10/2015,55.5,43.5,50.1,56.7,31,75
11/11/2015,53.5,43.2,49.8,56.3,29,74
11/12/2015,55.5,42.9,49.5,56,24,67
11/13/2015,53.5,42.6,49.1,55.6,26,70
11/14/2015,46,42.3,48.8,55.3,24,72
11/15/2015,50.5,42,48.5,54.9,22,80
11/16/2015,59.5,41.7,48.2,54.6,22,72
11/17/2015,47,41.4,47.8,54.2,27,72
11/18/2015,52,41.1,47.5,53.9,22,72
11/19/2015,59.5,40.8,47.2,53.5,22,70
11/20/2015,55.5,40.5,46.8,53.2,23,75
11/21/2015,48.5,40.2,46.5,52.8,20,69
11/22/2015,50,39.9,46.2,52.4,21,69
11/23/2015,40,39.6,45.8,52.1,23,70
11/24/2015,40,39.2,45.5,51.7,22,68
11/25/2015,44.5,38.9,45.1,51.3,23,68
11/26/2015,50.5,38.6,44.8,51,24,67
11/27/2015,56.5,38.3,44.4,50.6,23,65
11/28/2015,53,37.9,44.1,50.2,21,68
11/29/2015,43,37.6,43.7,49.9,17,69
11/30/2015,40,37.2,43.3,49.5,18,70
12/1/2015,49,36.9,43,49.2,19,71
12/2/2015,51,36.6,42.7,48.8,17,66
12/3/2015,50.5,36.2,42.3,48.4,11,69
12/4/2015,48,35.9,42,48.1,12,74
12/5/2015,47.5,35.5,41.6,47.7,21,69
12/6/2015,46.5,35.2,41.3,47.4,18,72
12/7/2015,49,34.9,40.9,47,17,75
12/8/2015,45,34.5,40.6,46.7,18,64
12/9/2015,47,34.2,40.3,46.3,13,66
12/10/2015,56.5,33.9,39.9,46,9,70
12/11/2015,55,33.5,39.6,45.6,14,62
12/12/2015,59.5,33.2,39.3,45.3,8,66
12/13/2015,57.5,32.9,38.9,45,8,63
12/14/2015,57.5,32.5,38.6,44.7,12,64
12/15/2015,58,32.2,38.3,44.4,15,67
12/16/2015,48.5,31.9,38,44,13,62
12/17/2015,54.5,31.6,37.7,43.7,9,61
12/18/2015,48,31.3,37.4,43.4,16,62
12/19/2015,38.5,31,37.1,43.2,14,57
12/20/2015,40,30.7,36.8,42.9,-2,61
12/21/2015,48.5,30.4,36.5,42.6,-1,61
12/22/2015,58.5,30.1,36.2,42.3,8,69
12/23/2015,56.5,29.9,36,42.1,7,66
12/24/2015,65.5,29.6,35.7,41.8,4,72
12/25/2015,59,29.3,35.5,41.6,-1,64
12/26/2015,53,29.1,35.2,41.4,5,62
12/27/2015,54,28.9,35,41.2,9,63
12/28/2015,41.5,28.6,34.8,40.9,12,65
12/29/2015,41,28.4,34.6,40.7,12,68
12/30/2015,44,28.2,34.4,40.6,3,63
12/31/2015,46.5,28,34.2,40.4,3,63
1/1/2016,39.5,27.8,34,40.2,8,60
1/2/2016,37.5,27.6,33.8,40,9,60
1/3/2016,41.5,27.5,33.7,39.9,10,63
1/4/2016,26.5,27.3,33.5,39.8,4,66
1/5/2016,21.5,27.2,33.4,39.6,9,64
1/6/2016,34.5,27,33.3,39.5,8,72
1/7/2016,40,26.9,33.1,39.4,4,62
1/8/2016,41,26.8,33,39.3,3,64
1/9/2016,44,26.7,32.9,39.2,1,66
1/10/2016,50.5,26.6,32.9,39.1,2,59
1/11/2016,35,26.5,32.8,39.1,4,62
1/12/2016,35.5,26.4,32.7,39,1,68
1/13/2016,27.5,26.4,32.7,39,4,62
1/14/2016,31.5,26.3,32.6,38.9,7,64
1/15/2016,43,26.3,32.6,38.9,0,62
1/16/2016,47,26.2,32.6,38.9,2,59
1/17/2016,37.5,26.2,32.6,38.9,-1,59
1/18/2016,26.5,26.2,32.6,38.9,0,64
1/19/2016,24,26.2,32.6,38.9,-3,64
1/20/2016,34,26.2,32.6,39,0,61
1/21/2016,32.5,26.2,32.6,39,-3,64
1/22/2016,26,26.2,32.6,39,5,57
1/23/2016,26.5,26.2,32.7,39.1,3,62
1/24/2016,30,26.3,32.7,39.1,3,68
1/25/2016,34,26.3,32.8,39.2,2,57
1/26/2016,42,26.4,32.8,39.3,5,72
1/27/2016,41,26.4,32.9,39.4,0,66
1/28/2016,36.5,26.5,33,39.5,7,60
1/29/2016,37,26.6,33.1,39.6,2,68
1/30/2016,35,26.6,33.2,39.7,4,63
1/31/2016,46.5,26.7,33.3,39.8,2,61
2/1/2016,51,26.8,33.4,39.9,3,66
2/2/2016,45,26.9,33.5,40,-1,59
2/3/2016,49.5,27,33.6,40.2,1,64
2/4/2016,51,27.1,33.7,40.3,10,68
2/5/2016,38,27.2,33.8,40.4,6,70
2/6/2016,36,27.3,34,40.6,4,69
2/7/2016,39.5,27.4,34.1,40.7,5,52
2/8/2016,34.5,27.5,34.2,40.9,-2,62
2/9/2016,31.5,27.7,34.4,41.1,7,62
2/10/2016,36,27.8,34.5,41.2,4,60
2/11/2016,26,27.9,34.7,41.4,2,63
2/12/2016,22,28,34.8,41.6,4,63
2/13/2016,16,28.2,35,41.8,8,65
2/14/2016,9,28.3,35.1,42,1,60
2/15/2016,25,28.5,35.3,42.2,-7,74
2/16/2016,46,28.6,35.5,42.3,2,69
2/17/2016,38.5,28.8,35.6,42.5,2,66
2/18/2016,32.5,28.9,35.8,42.8,0,67
2/19/2016,32.5,29.1,36,43,9,66
2/20/2016,51,29.2,36.2,43.2,3,70
2/21/2016,49.5,29.4,36.4,43.4,6,79
2/22/2016,45.5,29.5,36.6,43.6,9,70
2/23/2016,38.5,29.7,36.8,43.8,8,66
2/24/2016,48.5,29.9,37,44.1,6,73
2/25/2016,50,30.1,37.2,44.3,12,68
2/26/2016,34.5,30.2,37.4,44.5,9,62
2/27/2016,35,30.4,37.6,44.8,9,73
2/28/2016,50,30.6,37.7,45,10,66
2/29/2016,51.5,30.7,37.9,45.1,12,67
3/1/2016,46.5,30.8,38,45.3,8,71
3/2/2016,43,31,38.3,45.5,13,67
3/3/2016,32,31.2,38.5,45.8,10,65
3/4/2016,36,31.4,38.7,46,7,69
3/5/2016,35.5,31.6,39,46.3,9,72
3/6/2016,40,31.9,39.2,46.6,14,64
3/7/2016,49,32.1,39.5,46.9,14,69
3/8/2016,53.5,32.3,39.7,47.2,14,74
3/9/2016,58,32.6,40,47.4,14,75
3/10/2016,70,32.8,40.3,47.7,12,78
3/11/2016,57.5,33,40.5,48,15,70
3/12/2016,49,33.3,40.8,48.3,15,69
3/13/2016,57,33.6,41.1,48.7,19,83
3/14/2016,46.5,33.8,41.4,49,18,75
3/15/2016,50.5,34.1,41.7,49.3,14,74
3/16/2016,55,34.4,42,49.6,19,77
3/17/2016,54.5,34.7,42.3,49.9,15,74
3/18/2016,50,35,42.6,50.3,13,75
3/19/2016,42,35.3,42.9,50.6,10,72
3/20/2016,37.5,35.6,43.3,51,19,82
3/21/2016,41.5,35.9,43.6,51.3,18,70
3/22/2016,46.5,36.2,43.9,51.7,19,76
3/23/2016,60,36.5,44.3,52,20,74
3/24/2016,48.5,36.8,44.6,52.4,22,74
3/25/2016,58.5,37.1,44.9,52.7,19,77
3/26/2016,45,37.5,45.3,53.1,20,72
3/27/2016,48.5,37.8,45.6,53.5,23,83
3/28/2016,53,38.1,46,53.9,23,83
3/29/2016,47.5,38.5,46.3,54.2,25,86
3/30/2016,46,38.8,46.7,54.6,23,79
3/31/2016,59.5,39.1,47,55.1,24,82
4/1/2016,67.5,39.5,47.4,55.4,27,80
4/2/2016,54.5,39.8,47.8,55.8,32,79
4/3/2016,42.5,40.2,48.2,56.2,25,77
4/4/2016,38,40.5,48.5,56.5,24,76
4/5/2016,35,40.9,48.9,56.9,25,74
4/6/2016,40,41.2,49.3,57.3,22,80
4/7/2016,53.5,41.6,49.6,57.7,22,91
4/8/2016,46,41.9,50,58.1,25,89
4/9/2016,41,42.3,50.4,58.5,26,84
4/10/2016,41.5,42.6,50.7,58.9,29,82
4/11/2016,52.5,43,51.1,59.3,32,82
4/12/2016,52,43.3,51.5,59.7,29,86
4/13/2016,49.5,43.6,51.8,60,31,85
4/14/2016,52,44,52.2,60.4,27,84
4/15/2016,53.5,44.3,52.6,60.8,28,86
4/16/2016,55,44.7,52.9,61.2,31,89
4/17/2016,61,45,53.3,61.5,32,94
4/18/2016,64.5,45.3,53.6,61.9,35,91
4/19/2016,62.5,45.6,54,62.3,35,85
4/20/2016,59,46,54.3,62.7,35,85
4/21/2016,60,46.3,54.6,63,33,86
4/22/2016,69.5,46.6,55,63.4,33,85
4/23/2016,62,46.9,55.3,63.7,36,85
4/24/2016,57.5,47.2,55.7,64.1,36,87
4/25/2016,59.5,47.5,56,64.4,36,88
4/26/2016,52,47.8,56.3,64.8,37,91
4/27/2016,53.5,48.1,56.6,65.1,38,89
4/28/2016,53.5,48.4,57,65.5,36,89
4/29/2016,53,48.7,57.3,65.8,39,88
4/30/2016,55,49,57.6,66.2,42,89
5/1/2016,48.5,49.3,57.9,66.5,38,85
5/2/2016,53.5,49.6,58.2,66.8,40,90
5/3/2016,53,49.9,58.5,67.1,40,93
5/4/2016,51.5,50.2,58.8,67.4,41,92
5/5/2016,52.5,50.5,59.1,67.8,42,90
5/6/2016,52,50.8,59.4,68.1,41,93
5/7/2016,53,51.1,59.7,68.4,40,93
5/8/2016,57,51.4,60.1,68.7,37,89
5/9/2016,64,51.7,60.4,69,37,92
5/10/2016,58,52,60.7,69.3,38,91
5/11/2016,63.5,52.3,61,69.6,42,96
5/12/2016,67,52.6,61.3,70,44,88
5/13/2016,62.5,52.9,61.6,70.3,45,89
5/14/2016,65.5,53.2,61.9,70.6,45,84
5/15/2016,53,53.5,62.2,70.9,43,92
5/16/2016,56,53.8,62.5,71.2,41,90
5/17/2016,62,54.1,62.8,71.5,38,94
5/18/2016,62,54.4,63.1,71.8,44,97
5/19/2016,63.5,54.7,63.4,72.1,43,96
5/20/2016,67.5,55.1,63.8,72.4,44,97
5/21/2016,61.5,55.4,64.1,72.8,45,93
5/22/2016,62.5,55.7,64.4,73.1,47,94
5/23/2016,66.5,56,64.7,73.4,45,94
5/24/2016,68,56.4,65,73.7,41,91
5/25/2016,75,56.7,65.4,74,44,95
5/26/2016,81.5,57,65.7,74.3,45,94
5/27/2016,77.5,57.4,66,74.7,41,92
5/28/2016,82.5,57.7,66.3,75,44,92
5/29/2016,78.5,58.1,66.7,75.3,48,95
5/30/2016,75.5,58.4,67,75.6,48,96
5/31/2016,76.5,58.8,67.4,75.9,50,96
6/1/2016,74,59.1,67.7,76.3,46,94
6/2/2016,68,59.4,68,76.6,48,94
6/3/2016,67.5,59.8,68.3,76.9,49,93
6/4/2016,74.5,60.1,68.7,77.2,51,96
6/5/2016,70.5,60.5,69,77.5,49,91
6/6/2016,77.5,60.8,69.3,77.8,49,93
6/7/2016,76.5,61.2,69.7,78.2,50,97
6/8/2016,62.5,61.5,70,78.5,50,97
6/9/2016,65,61.9,70.3,78.8,49,99
6/10/2016,68.5,62.2,70.6,79.1,48,100
6/11/2016,77,62.5,71,79.4,46,96
6/12/2016,74.5,62.9,71.3,79.7,49,96
6/13/2016,66.5,63.2,71.6,80,51,101
6/14/2016,70.5,63.5,71.9,80.3,51,99
6/15/2016,76.5,63.9,72.2,80.6,54,96
6/16/2016,72.5,64.2,72.5,80.8,55,96
6/17/2016,73,64.5,72.8,81.1,53,96
6/18/2016,74.5,64.8,73.1,81.4,49,95
6/19/2016,76,65.1,73.4,81.6,56,97
6/20/2016,74.5,65.4,73.6,81.9,55,98
6/21/2016,81,65.6,73.9,82.2,55,98
6/22/2016,76.5,65.9,74.1,82.4,53,99
6/23/2016,74.5,66.2,74.4,82.6,54,95
6/24/2016,76.5,66.4,74.6,82.9,53,96
6/25/2016,74,66.7,74.9,83.1,56,99
6/26/2016,78,66.9,75.1,83.3,56,101
6/27/2016,76.5,67.1,75.3,83.5,56,97
6/28/2016,74,67.4,75.5,83.7,55,96
6/29/2016,78.5,67.6,75.7,83.9,59,98
6/30/2016,78.5,67.8,75.9,84,57,97
7/1/2016,75.5,68,76.1,84.2,56,97
7/2/2016,73,68.1,76.2,84.3,58,101
7/3/2016,75.5,68.3,76.4,84.5,57,107
7/4/2016,77.5,68.5,76.6,84.6,57,100
7/5/2016,79,68.6,76.7,84.8,56,100
7/6/2016,86.5,68.8,76.8,84.9,56,103
7/7/2016,84,68.9,76.9,85,59,101
7/8/2016,77.5,69,77.1,85.1,60,99
7/9/2016,70,69.2,77.2,85.2,57,98
7/10/2016,74,69.3,77.3,85.3,60,99
7/11/2016,76,69.4,77.4,85.3,62,98
7/12/2016,77.5,69.5,77.4,85.4,58,98
7/13/2016,79.5,69.6,77.5,85.5,58,99
7/14/2016,83,69.6,77.6,85.5,59,99
7/15/2016,87,69.7,77.6,85.5,62,103
7/16/2016,84.5,69.8,77.7,85.6,58,97
7/17/2016,85,69.8,77.7,85.6,60,98
7/18/2016,87.5,69.9,77.8,85.6,62,101
7/19/2016,80.5,69.9,77.8,85.6,62,100
7/20/2016,78,70,77.8,85.7,61,101
7/21/2016,83,70,77.8,85.7,62,100
7/22/2016,87,70,77.8,85.7,62,104
7/23/2016,90.5,70,77.8,85.6,59,100
7/24/2016,85,70.1,77.8,85.6,59,98
7/25/2016,85.5,70.1,77.8,85.6,59,97
7/26/2016,84.5,70.1,77.8,85.6,62,98
7/27/2016,85.5,70.1,77.8,85.6,59,100
7/28/2016,86,70.1,77.8,85.5,60,98
7/29/2016,78,70.1,77.8,85.5,62,97
7/30/2016,79.5,70.1,77.8,85.4,61,99
7/31/2016,77.5,70,77.7,85.4,62,97
8/1/2016,75.5,70,77.7,85.3,62,100
8/2/2016,74.5,70,77.6,85.3,59,102
8/3/2016,75,70,77.6,85.2,59,100
8/4/2016,77,70,77.6,85.1,62,99
8/5/2016,79,69.9,77.5,85.1,57,100
8/6/2016,83,69.9,77.4,85,57,94
8/7/2016,81.5,69.8,77.4,84.9,61,99
8/8/2016,81,69.8,77.3,84.8,59,98
8/9/2016,82,69.7,77.2,84.7,61,104
8/10/2016,82.5,69.7,77.2,84.6,57,99
8/11/2016,87.5,69.6,77.1,84.5,57,99
8/12/2016,87,69.5,77,84.4,56,98
8/13/2016,91,69.5,76.9,84.3,56,100
8/14/2016,89.5,69.4,76.8,84.2,59,98
8/15/2016,85.5,69.3,76.7,84.1,59,97
8/16/2016,84.5,69.2,76.6,83.9,58,96
8/17/2016,82.5,69.1,76.4,83.8,58,94
8/18/2016,81.5,69,76.3,83.7,59,95
8/19/2016,83,68.8,76.2,83.5,59,94
8/20/2016,80,68.7,76,83.4,58,98
8/21/2016,82.5,68.6,75.9,83.2,57,97
8/22/2016,74.5,68.4,75.7,83,55,93
8/23/2016,75.5,68.3,75.6,82.9,56,92
8/24/2016,80,68.1,75.4,82.7,55,93
8/25/2016,79.5,68,75.2,82.5,53,96
8/26/2016,84,67.8,75,82.3,53,103
8/27/2016,82.5,67.6,74.8,82.1,55,99
8/28/2016,81.5,67.4,74.6,81.9,54,99
8/29/2016,84,67.2,74.4,81.6,51,100
8/30/2016,79,67,74.2,81.4,54,99
8/31/2016,83,66.7,73.9,81.1,52,100
9/1/2016,76.5,66.5,73.7,80.9,55,96
9/2/2016,75.5,66.3,73.5,80.7,56,102
9/3/2016,72.5,66,73.2,80.4,51,96
9/4/2016,73.5,65.7,72.9,80.1,54,93
9/5/2016,75.5,65.5,72.7,79.9,54,93
9/6/2016,77,65.2,72.4,79.6,53,94
9/7/2016,79,64.9,72.1,79.3,53,90
9/8/2016,80.5,64.6,71.8,79,54,95
9/9/2016,85,64.3,71.5,78.7,53,93
9/10/2016,83.5,64,71.1,78.3,50,95
9/11/2016,77,63.6,70.8,78,51,96
9/12/2016,71,63.3,70.5,77.7,52,94
9/13/2016,75,63,70.2,77.3,50,93
9/14/2016,81,62.6,69.8,77,48,92
9/15/2016,69,62.3,69.5,76.7,49,91
9/16/2016,69.5,61.9,69.1,76.3,48,95
9/17/2016,71,61.6,68.8,75.9,48,95
9/18/2016,78.5,61.2,68.4,75.6,47,89
9/19/2016,74.5,60.8,68,75.2,49,92
9/20/2016,77.5,60.4,67.6,74.8,46,90
9/21/2016,79,60.1,67.3,74.5,43,89
9/22/2016,78,59.7,66.9,74.1,47,93
9/23/2016,77.5,59.3,66.5,73.7,42,93
9/24/2016,65.5,58.9,66.1,73.3,44,89
9/25/2016,64.5,58.5,65.7,73,41,90
9/26/2016,65,58.2,65.4,72.6,44,90
9/27/2016,71,57.8,65,72.2,43,90
9/28/2016,65.5,57.4,64.6,71.8,42,86
9/29/2016,63.5,57,64.2,71.4,43,86
9/30/2016,61,56.6,63.8,71,43,88
10/1/2016,61,56.2,63.4,70.7,39,87
10/2/2016,61.5,55.8,63.1,70.3,42,87
10/3/2016,67.5,55.5,62.7,69.9,40,85
10/4/2016,66.5,55.1,62.3,69.5,38,86
10/5/2016,62,54.7,61.9,69.1,38,93
10/6/2016,67,54.3,61.5,68.8,40,92
10/7/2016,68.5,54,61.2,68.4,40,85
10/8/2016,65,53.6,60.8,68,40,89
10/9/2016,60.5,53.2,60.4,67.6,40,85
10/10/2016,57.5,52.9,60.1,67.3,36,89
10/11/2016,56.5,52.5,59.7,66.9,36,86
10/12/2016,62.5,52.2,59.4,66.5,41,86
10/13/2016,63,51.8,59,66.2,39,86
10/14/2016,57,51.5,58.7,65.8,40,82
10/15/2016,57.5,51.2,58.3,65.5,39,83
10/16/2016,64.5,50.8,58,65.1,39,82
10/17/2016,74.5,50.5,57.6,64.8,38,83
10/18/2016,75,50.2,57.3,64.4,37,82
10/19/2016,77,49.9,57,64.1,32,86
10/20/2016,68,49.6,56.6,63.7,32,79
10/21/2016,66,49.2,56.3,63.4,33,82
10/22/2016,55.5,48.9,56,63,33,83
10/23/2016,56,48.6,55.7,62.7,32,86
10/24/2016,57,48.3,55.4,62.4,30,80
10/25/2016,50.5,48,55,62,37,78
10/26/2016,46.5,47.8,54.7,61.7,34,76
10/27/2016,50,47.5,54.4,61.4,33,79
10/28/2016,49,47.2,54.1,61,33,80
10/29/2016,55,46.9,53.8,60.7,31,77
10/30/2016,67.5,46.6,53.5,60.4,35,81
10/31/2016,52,46.3,53.2,60,33,81
11/1/2016,52.5,46,52.9,59.7,37,83
11/2/2016,64,45.8,52.6,59.4,29,83
11/3/2016,67,45.5,52.3,59,32,80
11/4/2016,56.5,45.2,52,58.7,29,76
11/5/2016,56,44.9,51.6,58.4,32,74
11/6/2016,53.5,44.6,51.3,58,30,75
11/7/2016,50.5,44.4,51,57.7,32,72
11/8/2016,58.5,44.1,50.7,57.4,31,74
11/9/2016,57,43.8,50.4,57,27,72
11/10/2016,51,43.5,50.1,56.7,31,75
11/11/2016,53.5,43.2,49.8,56.3,29,74
11/12/2016,46,42.9,49.5,56,24,67
11/13/2016,53.5,42.6,49.1,55.6,26,70
11/14/2016,57,42.3,48.8,55.3,24,72
11/15/2016,53.5,42,48.5,54.9,22,80
11/16/2016,56,41.7,48.2,54.6,22,72
11/17/2016,57.5,41.4,47.8,54.2,27,72
11/18/2016,57.5,41.1,47.5,53.9,22,72
11/19/2016,52,40.8,47.2,53.5,22,70
11/20/2016,40.5,40.5,46.8,53.2,23,75
11/21/2016,41,40.2,46.5,52.8,20,69
11/22/2016,41.5,39.9,46.2,52.4,21,69
11/23/2016,41.5,39.6,45.8,52.1,23,70
11/24/2016,45.5,39.2,45.5,51.7,22,68
11/25/2016,51.5,38.9,45.1,51.3,23,68
11/26/2016,48,38.6,44.8,51,24,67
11/27/2016,47,38.3,44.4,50.6,23,65
11/28/2016,47.5,37.9,44.1,50.2,21,68
11/29/2016,57,37.6,43.7,49.9,17,69
11/30/2016,56.5,37.2,43.3,49.5,18,70
12/1/2016,51,36.9,43,49.2,19,71
12/2/2016,48,36.6,42.7,48.8,17,66
12/3/2016,46.5,36.2,42.3,48.4,11,69
12/4/2016,44.5,35.9,42,48.1,12,74
12/5/2016,45.5,35.5,41.6,47.7,21,69
12/6/2016,44,35.2,41.3,47.4,18,72
12/7/2016,44,34.9,40.9,47,17,75
12/8/2016,40.5,34.5,40.6,46.7,18,64
12/9/2016,37,34.2,40.3,46.3,13,66
12/10/2016,34,33.9,39.9,46,9,70
12/11/2016,33,33.5,39.6,45.6,14,62
12/12/2016,41.5,33.2,39.3,45.3,8,66
12/13/2016,42,32.9,38.9,45,8,63
12/14/2016,40,32.5,38.6,44.7,12,64
12/15/2016,28.5,32.2,38.3,44.4,15,67
12/16/2016,24,31.9,38,44,13,62
12/17/2016,33,31.6,37.7,43.7,9,61
12/18/2016,47,31.3,37.4,43.4,16,62
